table_name,object_type,table_description,column_name,ordinal_position,data_type,is_nullable,column_default,column_description,sensitivity,is_primary_key,foreign_key_references
identified_need,TABLE,The needs identified in the plan or at subsequent reviews. Includes the plan to resolve the identified need and the progression of that plan,version,10,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
identified_need,TABLE,The needs identified in the plan or at subsequent reviews. Includes the plan to resolve the identified need and the progression of that plan,legacy_id,17,bigint,t,,The NOMIS OFFENDER_CSIP_PLANS.PLAN_ID primary key value. Stored to guarantee uniqueness via sync. Not returned by API,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
identified_need_audit,TABLE,Identified needs property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
identified_need_audit,TABLE,Identified needs property changes,identified_need_id,3,uuid,f,,Audit history of identified_need.identified_need_id. Holds the value as at this revision.,NONE,Y,
identified_need_audit,TABLE,Identified needs property changes,plan_id,4,uuid,f,,Audit history of identified_need.plan_id. Holds the value as at this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,identified_need,5,text,t,,Audit history of identified_need.identified_need. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
identified_need_audit,TABLE,Identified needs property changes,responsible_person,6,character varying(100),t,,Audit history of identified_need.responsible_person. Holds the value as at this revision.,STAFF,N,
identified_need_audit,TABLE,Identified needs property changes,created_date,7,date,t,,Audit history of identified_need.created_date. Holds the value as at this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,target_date,8,date,t,,Audit history of identified_need.target_date. Holds the value as at this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,closed_date,9,date,t,,Audit history of identified_need.closed_date. Holds the value as at this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,intervention,10,text,t,,Audit history of identified_need.intervention. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
identified_need_audit,TABLE,Identified needs property changes,progression,11,text,t,,Audit history of identified_need.progression. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
identified_need_audit,TABLE,Identified needs property changes,identified_need_modified,18,boolean,t,,Whether identified need was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,responsible_person_modified,19,boolean,t,,Whether responsible person was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,created_date_modified,20,boolean,t,,Whether created date was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,target_date_modified,21,boolean,t,,Whether target date was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,closed_date_modified,22,boolean,t,,Whether closed date was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,intervention_modified,23,boolean,t,,Whether intervention was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,progression_modified,24,boolean,t,,Whether progression was changed in this revision.,NONE,N,
identified_need_audit,TABLE,Identified needs property changes,legacy_id,25,bigint,t,,Audit history of identified_need.legacy_id. Holds the value as at this revision.,NONE,N,
interview,TABLE,The interviews undertaken as part of the investigation,interview_id,1,uuid,f,,Public primary key,NONE,Y,
interview,TABLE,The interviews undertaken as part of the investigation,investigation_id,2,uuid,f,,Parent investigation foreign key which is the shared primary key with csip_record and therefore uses the same value as csip_record.record_id,NONE,N,investigation
interview,TABLE,The interviews undertaken as part of the investigation,interviewee,3,character varying(100),f,,Name of the person being interviewed. Free text so not guaranteed to match any user information. Maps to OFFENDER_CSIP_INTVW.CSIP_INTERVIEWEE which has a 100 character limit,PERSONAL,N,
interview,TABLE,The interviews undertaken as part of the investigation,interview_date,4,date,f,,The date the interview took place. Maps to OFFENDER_CSIP_INTVW.INTVW_DATE,NONE,N,
interview,TABLE,The interviews undertaken as part of the investigation,interviewee_role_id,5,integer,f,,Foreign key to reference data using the 'INTERVIEWEE_ROLE' domain for the role the interviewee played in the incident or behaviour. Maps to OFFENDER_CSIP_INTVW.INTVW_ROLE,SPECIAL-CATEGORY,N,reference_data
interview,TABLE,The interviews undertaken as part of the investigation,interview_text,6,text,t,,Information provided in interview. Maps to OFFENDER_CSIP_INTVW.COMMENTS which has a 4000 character limit,SPECIAL-CATEGORY,N,
interview,TABLE,The interviews undertaken as part of the investigation,version,7,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
interview,TABLE,The interviews undertaken as part of the investigation,legacy_id,14,bigint,t,,The NOMIS OFFENDER_CSIP_INTVW.CSIP_INTVW_ID primary key value. Stored to guarantee uniqueness via sync. Not returned by API,NONE,N,
interview_audit,TABLE,Interview property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
interview_audit,TABLE,Interview property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
interview_audit,TABLE,Interview property changes,interview_id,3,uuid,f,,Audit history of interview.interview_id. Holds the value as at this revision.,NONE,Y,
interview_audit,TABLE,Interview property changes,investigation_id,4,uuid,f,,Audit history of interview.investigation_id. Holds the value as at this revision.,NONE,N,
interview_audit,TABLE,Interview property changes,interviewee,5,character varying(100),t,,Audit history of interview.interviewee. Holds the value as at this revision.,PERSONAL,N,
interview_audit,TABLE,Interview property changes,interview_date,6,date,t,,Audit history of interview.interview_date. Holds the value as at this revision.,NONE,N,
interview_audit,TABLE,Interview property changes,interviewee_role_id,7,bigint,t,,Audit history of interview.interviewee_role_id. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
interview_audit,TABLE,Interview property changes,interview_text,8,text,t,,Audit history of interview.interview_text. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
interview_audit,TABLE,Interview property changes,interviewee_modified,15,boolean,t,,Whether interviewee was changed in this revision.,NONE,N,
interview_audit,TABLE,Interview property changes,interview_date_modified,16,boolean,t,,Whether interview date was changed in this revision.,NONE,N,
interview_audit,TABLE,Interview property changes,interviewee_role_modified,17,boolean,t,,Whether interviewee role was changed in this revision.,NONE,N,
interview_audit,TABLE,Interview property changes,interview_text_modified,18,boolean,t,,Whether interview text was changed in this revision.,NONE,N,
interview_audit,TABLE,Interview property changes,legacy_id,19,bigint,t,,Audit history of interview.legacy_id. Holds the value as at this revision.,NONE,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,investigation_id,1,uuid,f,,Shared primary key with csip_record. Uses the same value as csip_record.record_id,NONE,Y,referral
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,staff_involved,2,text,t,,The names of the staff involved in the investigation. Maps to OFFENDER_CSIP_REPORTS.INV_STAFF_INVOLVED which has a 4000 character limit,SPECIAL-CATEGORY,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,evidence_secured,3,text,t,,Any evidence that was secured as part of the investigation. Maps to OFFENDER_CSIP_REPORTS.INV_EVIDENCE_SECURED which has a 4000 character limit,SPECIAL-CATEGORY,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,occurrence_reason,4,text,t,,The reasons why the incident or behaviour occurred. Maps to OFFENDER_CSIP_REPORTS.INV_OCCURRENCE_REASON which has a 4000 character limit,SPECIAL-CATEGORY,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,persons_usual_behaviour,5,text,t,,The normal behaviour of the person in prison. Maps to OFFENDER_CSIP_REPORTS.INV_USUAL_BEHAVIOUR which has a 4000 character limit,SPECIAL-CATEGORY,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,persons_trigger,6,text,t,,What triggers the person in prison has that could have motivated the incident. Maps to OFFENDER_CSIP_REPORTS.INV_PERSONS_TRIGGER which has a 4000 character limit,SPECIAL-CATEGORY,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,protective_factors,7,text,t,,Any protective factors. Maps to OFFENDER_CSIP_REPORTS.INV_PROTECTIVE_FACTORS which has a 4000 character limit,SPECIAL-CATEGORY,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,version,11,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,recorded_by,15,character varying(64),t,,The username of the user who recorded the investigation. New field populated from 13th of February 2025 and only via DPS,STAFF,N,
investigation,TABLE,The investigation that took place following a 'Progress to investigation' screening outcome. Investigations are an optional step 3 of the CSIP process,recorded_by_display_name,16,character varying(255),t,,The first and last name of the user who recorded the investigation. New field populated from 13th of February 2025 and only via DPS. Does not update if their name changes,STAFF,N,
investigation_audit,TABLE,Investigation property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
investigation_audit,TABLE,Investigation property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
investigation_audit,TABLE,Investigation property changes,investigation_id,3,uuid,f,,Audit history of investigation.investigation_id. Holds the value as at this revision.,NONE,Y,
investigation_audit,TABLE,Investigation property changes,staff_involved,4,text,t,,Audit history of investigation.staff_involved. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
investigation_audit,TABLE,Investigation property changes,evidence_secured,5,text,t,,Audit history of investigation.evidence_secured. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
investigation_audit,TABLE,Investigation property changes,occurrence_reason,6,text,t,,Audit history of investigation.occurrence_reason. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
investigation_audit,TABLE,Investigation property changes,persons_usual_behaviour,7,text,t,,Audit history of investigation.persons_usual_behaviour. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
investigation_audit,TABLE,Investigation property changes,persons_trigger,8,text,t,,Audit history of investigation.persons_trigger. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
investigation_audit,TABLE,Investigation property changes,protective_factors,9,text,t,,Audit history of investigation.protective_factors. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
investigation_audit,TABLE,Investigation property changes,staff_involved_modified,16,boolean,t,,Whether staff involved was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,evidence_secured_modified,17,boolean,t,,Whether evidence secured was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,occurrence_reason_modified,18,boolean,t,,Whether occurrence reason was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,persons_usual_behaviour_modified,19,boolean,t,,Whether persons usual behaviour was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,persons_trigger_modified,20,boolean,t,,Whether persons trigger was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,protective_factors_modified,21,boolean,t,,Whether protective factors was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,recorded_by,22,character varying(64),t,,Audit history of investigation.recorded_by. Holds the value as at this revision.,STAFF,N,
investigation_audit,TABLE,Investigation property changes,recorded_by_display_name,23,character varying(255),t,,Audit history of investigation.recorded_by_display_name. Holds the value as at this revision.,STAFF,N,
investigation_audit,TABLE,Investigation property changes,recorded_by_modified,24,boolean,t,,Whether recorded by was changed in this revision.,NONE,N,
investigation_audit,TABLE,Investigation property changes,recorded_by_display_name_modified,25,boolean,t,,Whether recorded by display name was changed in this revision.,NONE,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,prison_number,1,character varying(10),f,,The prison number of the person the summary data is associated with,PERSONAL,Y,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,first_name,2,character varying(64),f,,The first name of the person,PERSONAL,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,last_name,3,character varying(64),f,,The last name of the person,PERSONAL,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,status,4,character varying(16),f,,The active/inactive in/out status of the person,PERSONAL,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,prison_code,5,character varying(16),t,,The code of the prison the person is resident at or TRN/OUT if they are not in prison,PERSONAL,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,cell_location,6,character varying(64),t,,The cell location of the person if they are currently in prison or an alternative location reference,PERSONAL,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,version,7,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,restricted_patient,8,boolean,f,false,Whether the person is a restricted patient,SPECIAL-CATEGORY,N,
person_summary,TABLE,Summary data for people with CSIPs. Used to optimise searching and pagination. Domain events cause the summary data to be updated keeping it accurate,supporting_prison_code,9,character varying(16),t,,The code of the prison a restricted patient is being supported by,SPECIAL-CATEGORY,N,
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,plan_id,1,uuid,f,,Shared primary key with csip_record. Uses the same value as csip_record.record_id,NONE,Y,csip_record
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,case_manager,2,character varying(100),t,,The case manager assigned to the CSIP plan. Free text so not guaranteed to match any user information. Maps to OFFENDER_CSIP_REPORTS.CASE_MANAGER which has a 100 character limit,STAFF,N,
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,reason_for_plan,3,character varying(240),t,,The reasons motivating the creation of a CSIP plan. Maps to OFFENDER_CSIP_REPORTS.REASON which has a 240 character limit,SPECIAL-CATEGORY,N,
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,first_case_review_date,4,date,t,,The first date the CSIP plan should be reviewed. Maps to OFFENDER_CSIP_REPORTS.CASE_REV_DATE,NONE,N,
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,version,5,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,next_review_date,12,date,t,,The next date the plan should be reviewed. Set as the review.review_date value from the latest review. On the plan entity for query optimisation,NONE,N,
plan,TABLE,The plan that was developed following a screening outcome or decision to 'Progress to CSIP'. Developing a plan is step 5 of the CSIP process,closed_date,13,date,t,,The date the plan was closed. Set as the review.csip_closed_date value from the first review containing an action to close the CSIP. On the plan entity for query optimisation,NONE,N,
plan_audit,TABLE,Plan property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
plan_audit,TABLE,Plan property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
plan_audit,TABLE,Plan property changes,plan_id,3,uuid,f,,Audit history of plan.plan_id. Holds the value as at this revision.,NONE,Y,
plan_audit,TABLE,Plan property changes,case_manager,4,character varying(100),t,,Audit history of plan.case_manager. Holds the value as at this revision.,STAFF,N,
plan_audit,TABLE,Plan property changes,reason_for_plan,5,character varying(240),t,,Audit history of plan.reason_for_plan. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
plan_audit,TABLE,Plan property changes,first_case_review_date,6,date,t,,Audit history of plan.first_case_review_date. Holds the value as at this revision.,NONE,N,
plan_audit,TABLE,Plan property changes,case_manager_modified,13,boolean,t,,Whether case manager was changed in this revision.,NONE,N,
plan_audit,TABLE,Plan property changes,reason_for_plan_modified,14,boolean,t,,Whether reason for plan was changed in this revision.,NONE,N,
plan_audit,TABLE,Plan property changes,first_case_review_date_modified,15,boolean,t,,Whether first case review date was changed in this revision.,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",reference_data_id,1,bigint,f,nextval('reference_data_reference_data_id_seq'::regclass),Internal primary key. Not returned by API,NONE,Y,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",domain,2,character varying(30),f,,"The reference data domain. CSIP to NOMIS mappings: AREA_OF_WORK -> CSIP_FUNC, CONTRIBUTORY_FACTOR_TYPE -> CSIP_FAC, DECISION_OUTCOME_TYPE -> CSIP_OUT, DECISION_SIGNER_ROLE -> CSIP_ROLE, INCIDENT_INVOLVEMENT -> CSIP_INV, INCIDENT_LOCATION -> CSIP_LOC, INCIDENT_TYPE -> CSIP_TYP, INTERVIEWEE_ROLE -> CSIP_INTVROL, SCREENING_OUTCOME_TYPE -> CSIP_OUT, STATUS -> CSIP only domain",NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",code,3,character varying(32),f,,The short code for the reference data item. Combination of domain and code is unique but individual codes are not guaranteed to be unique across domains. Matches the NOMIS reference data code for the associated domain,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",description,4,character varying(40),t,,The description of the reference data item,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",list_sequence,5,integer,t,,Used to order reference data to guarantee the ordering for the UI,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",created_at,6,timestamp without time zone,f,,The date and time the reference data item was created,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",created_by,7,character varying(32),f,,The username of the user who created the reference data item,STAFF,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",last_modified_at,8,timestamp without time zone,t,,The date and time the reference data item was last modified,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",last_modified_by,9,character varying(32),t,,The username of the user who last modified the reference data item,STAFF,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",deactivated_at,10,timestamp without time zone,t,,The date and time the reference data item was deactivated,NONE,N,
reference_data,TABLE,"Reference data used to populate properties that have fixed lists of valid options e.g. categories, decisions and statuses",deactivated_by,11,character varying(32),t,,The username of the user who deactivated the reference data item,STAFF,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referral_id,1,uuid,f,,Shared primary key with csip_record. Uses the same value as csip_record.record_id,NONE,Y,csip_record
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,incident_date,2,date,f,,The date the incident that motivated the CSIP referral occurred. Will be displayed on the UI as date behaviour first occurred for a proactive referral Maps to OFFENDER_CSIP_REPORTS.RFR_INCIDENT_DATE,NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,incident_time,3,time without time zone,t,,The time the incident that motivated the CSIP referral occurred. Will be displayed on the UI as time behaviour first occurred for a proactive referral. Maps to OFFENDER_CSIP_REPORTS.RFR_INCIDENT_TIME,NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,incident_type_id,4,integer,f,,Foreign key to reference data using the 'INCIDENT_TYPE' domain for the type of incident (or behavior for a proactive referral) that motivated the referral. The reference_data.code value maps to OFFENDER_CSIP_REPORTS.RFR_INCIDENT_TYPE,SPECIAL-CATEGORY,N,reference_data
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,incident_location_id,5,integer,f,,Foreign key to reference data using the 'INCIDENT_LOCATION' domain for the location of the incident (or behavior for a proactive referral) that motivated the referral. The reference_data.code value maps to OFFENDER_CSIP_REPORTS.RFR_INCIDENT_LOCATION,PERSONAL,N,reference_data
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referred_by,6,character varying(240),f,,Either the display name of the user making the referral or free text if making the referral on behalf of someone else. Therefore not guaranteed to match user information. Maps to OFFENDER_CSIP_REPORTS.RFR_REPORTED_BY,STAFF,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referer_area_of_work_id,7,integer,f,,Foreign key to reference data using the 'AREA_OF_WORK' domain for the area of work of the person making the referral. The reference_data.code value maps to OFFENDER_CSIP_REPORTS.RFR_CSIP_FUNCTION,NONE,N,reference_data
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referral_date,8,date,f,,The date the referral was submitted. Set to today by the UI. Maps to OFFENDER_CSIP_REPORTS.RFR_DATE_REPORTED,NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,proactive_referral,9,boolean,t,,Whether the referral was proactive or the result of an incident. Maps to OFFENDER_CSIP_REPORTS.RFR_PROACTIVE_RESPONSE where the default is 'N',NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,staff_assaulted,10,boolean,t,,Whether any member(s) of staff assaulted in the incident. Maps to OFFENDER_CSIP_REPORTS.RFR_STAFF_ASSAULTED where the default is 'N',SPECIAL-CATEGORY,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,assaulted_staff_name,11,text,t,,Names of any assaulted member(s) of staff. Maps to OFFENDER_CSIP_REPORTS.RFR_STAFF_NAME which has a 1000 character limit,SPECIAL-CATEGORY,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,incident_involvement_id,12,integer,t,,Foreign key to reference data using the 'INCIDENT_INVOLVEMENT' domain for the type of involvement the person had in the incident (or behavior for a proactive referral). The reference_data.code value maps to OFFENDER_CSIP_REPORTS.CDR_INVOLVEMENT,SPECIAL-CATEGORY,N,reference_data
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,description_of_concern,13,text,t,,The reasons why there is cause for concern. Maps to OFFENDER_CSIP_REPORTS.CDR_CONCERN_DESCRIPTION which has a 4000 character limit,SPECIAL-CATEGORY,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,known_reasons,14,text,t,,The reasons already known about the causes of the incident or behaviour. Maps to OFFENDER_CSIP_REPORTS.INV_KNOWN_REASONS which has a 4000 character limit,SPECIAL-CATEGORY,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,other_information,15,text,t,,Any other information about the incident or behaviour. Maps to OFFENDER_CSIP_REPORTS.CDR_OTHER_INFORMATION which has a 4000 character limit,SPECIAL-CATEGORY,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,safer_custody_team_informed,16,character varying(12),t,,Records whether the safer custody team been informed. Maps to OFFENDER_CSIP_REPORTS.CDR_SENT_DENT where the default is 'N',NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referral_complete,17,boolean,t,,Whether the referral complete. Will be true when DPS is used to make a referral. Maps to OFFENDER_CSIP_REPORTS.REFERRAL_COMPLETE_FLAG where the default is 'N',NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referral_completed_by,18,character varying(64),t,,The username of the user who completed the referral. Maps to OFFENDER_CSIP_REPORTS.REFERRAL_COMPLETED_BY,STAFF,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referral_completed_by_display_name,19,character varying(255),t,,The first and last name of the user who completed the referral. Does not update if their name changes,STAFF,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,referral_completed_date,20,date,t,,The date the referral was completed. Will be set to today when DPS is used to make a referral. Maps to OFFENDER_CSIP_REPORTS.REFERRAL_COMPLETED_DATE,NONE,N,
referral,TABLE,The referral that caused the CSIP record to be created. Referrals are step 1 of the CSIP process,version,21,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
referral_audit,TABLE,Referral property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
referral_audit,TABLE,Referral property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
referral_audit,TABLE,Referral property changes,referral_id,3,uuid,f,,Audit history of referral.referral_id. Holds the value as at this revision.,NONE,Y,
referral_audit,TABLE,Referral property changes,incident_date,4,date,t,,Audit history of referral.incident_date. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_time,5,time without time zone,t,,Audit history of referral.incident_time. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_type_id,6,bigint,t,,Audit history of referral.incident_type_id. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,incident_location_id,7,bigint,t,,Audit history of referral.incident_location_id. Holds the value as at this revision.,PERSONAL,N,
referral_audit,TABLE,Referral property changes,referred_by,8,character varying(240),t,,Audit history of referral.referred_by. Holds the value as at this revision.,STAFF,N,
referral_audit,TABLE,Referral property changes,referer_area_of_work_id,9,bigint,t,,Audit history of referral.referer_area_of_work_id. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_date,10,date,t,,Audit history of referral.referral_date. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,proactive_referral,11,boolean,t,,Audit history of referral.proactive_referral. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,staff_assaulted,12,boolean,t,,Audit history of referral.staff_assaulted. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,assaulted_staff_name,13,text,t,,Audit history of referral.assaulted_staff_name. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,incident_involvement_id,14,bigint,t,,Audit history of referral.incident_involvement_id. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,description_of_concern,15,text,t,,Audit history of referral.description_of_concern. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,known_reasons,16,text,t,,Audit history of referral.known_reasons. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,other_information,17,text,t,,Audit history of referral.other_information. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
referral_audit,TABLE,Referral property changes,safer_custody_team_informed,18,character varying(12),t,,Audit history of referral.safer_custody_team_informed. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_complete,19,boolean,t,,Audit history of referral.referral_complete. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_completed_by,20,character varying(64),t,,Audit history of referral.referral_completed_by. Holds the value as at this revision.,STAFF,N,
referral_audit,TABLE,Referral property changes,referral_completed_by_display_name,21,character varying(255),t,,Audit history of referral.referral_completed_by_display_name. Holds the value as at this revision.,STAFF,N,
